day,month,year,province,health_zone,confirmed_cases
24,11,2018,North Kivu,Oicha,4
24,11,2018,North Kivu,Beni,179
24,11,2018,North Kivu,Mabalako,67
25,11,2018,North Kivu,Masereka,6
25,11,2018,North Kivu,Katwa,39
25,11,2018,North Kivu,Kalunguta,32
25,11,2018,North Kivu,Butembo,17
25,11,2018,North Kivu,Oicha,4
25,11,2018,North Kivu,Beni,180
25,11,2018,North Kivu,Mabalako,67
26,11,2018,North Kivu,Masereka,6
26,11,2018,North Kivu,Kyondo,3
26,11,2018,North Kivu,Katwa,39
26,11,2018,North Kivu,Kalunguta,33
26,11,2018,North Kivu,Butembo,17
26,11,2018,North Kivu,Oicha,4
26,11,2018,North Kivu,Beni,180
26,11,2018,North Kivu,Mabalako,67
27,11,2018,North Kivu,Katwa,39
27,11,2018,North Kivu,Kalunguta,33
27,11,2018,North Kivu,Masereka,6
27,11,2018,North Kivu,Kyondo,3
27,11,2018,North Kivu,Butembo,17
27,11,2018,North Kivu,Oicha,4
27,11,2018,North Kivu,Beni,181
27,11,2018,North Kivu,Mabalako,67
28,11,2018,North Kivu,Masereka,6
28,11,2018,North Kivu,Kyondo,3
28,11,2018,North Kivu,Vuhovi,3
28,11,2018,North Kivu,Katwa,42
28,11,2018,North Kivu,Kalunguta,33
28,11,2018,North Kivu,Butembo,17
28,11,2018,North Kivu,Oicha,4
28,11,2018,North Kivu,Beni,181
28,11,2018,North Kivu,Mabalako,67
29,11,2018,North Kivu,Masereka,6
29,11,2018,North Kivu,Kyondo,3
29,11,2018,North Kivu,Vuhovi,3
29,11,2018,North Kivu,Katwa,42
29,11,2018,North Kivu,Kalunguta,33
29,11,2018,North Kivu,Butembo,17
29,11,2018,North Kivu,Oicha,4
29,11,2018,North Kivu,Beni,182
29,11,2018,North Kivu,Mabalako,67
30,11,2018,North Kivu,Butembo,17
30,11,2018,North Kivu,Kyondo,3
30,11,2018,North Kivu,Mutwanga,3
30,11,2018,North Kivu,Vuhovi,4
30,11,2018,North Kivu,Katwa,43
30,11,2018,North Kivu,Kalunguta,34
30,11,2018,North Kivu,Masereka,6
30,11,2018,North Kivu,Oicha,4
30,11,2018,North Kivu,Beni,184
30,11,2018,North Kivu,Mabalako,67
1,12,2018,North Kivu,Masereka,7
1,12,2018,North Kivu,Mutwanga,3
1,12,2018,North Kivu,Butembo,18
1,12,2018,North Kivu,Katwa,44
1,12,2018,North Kivu,Kalunguta,34
1,12,2018,North Kivu,Vuhovi,5
1,12,2018,North Kivu,Kyondo,3
1,12,2018,North Kivu,Oicha,4
1,12,2018,North Kivu,Beni,185
1,12,2018,North Kivu,Mabalako,67
2,12,2018,North Kivu,Vuhovi,5
2,12,2018,North Kivu,Kyondo,3
2,12,2018,North Kivu,Mutwanga,3
2,12,2018,North Kivu,Butembo,18
2,12,2018,North Kivu,Katwa,45
2,12,2018,North Kivu,Kalunguta,35
2,12,2018,North Kivu,Masereka,7
2,12,2018,North Kivu,Oicha,4
2,12,2018,North Kivu,Beni,187
2,12,2018,North Kivu,Mabalako,67
3,12,2018,North Kivu,Vuhovi,5
3,12,2018,North Kivu,Kyondo,3
3,12,2018,North Kivu,Mutwanga,3
3,12,2018,North Kivu,Butembo,18
3,12,2018,North Kivu,Katwa,46
3,12,2018,North Kivu,Kalunguta,35
3,12,2018,North Kivu,Masereka,7
3,12,2018,North Kivu,Oicha,4
3,12,2018,North Kivu,Beni,188
3,12,2018,North Kivu,Mabalako,68
4,12,2018,North Kivu,Butembo,19
4,12,2018,North Kivu,Kyondo,3
4,12,2018,North Kivu,Mutwanga,3
4,12,2018,North Kivu,Katwa,48
4,12,2018,North Kivu,Kalunguta,35
4,12,2018,North Kivu,Masereka,7
4,12,2018,North Kivu,Vuhovi,5
4,12,2018,North Kivu,Oicha,4
4,12,2018,North Kivu,Beni,188
4,12,2018,North Kivu,Mabalako,69
5,12,2018,North Kivu,Vuhovi,5
5,12,2018,North Kivu,Kyondo,3
5,12,2018,North Kivu,Mutwanga,3
5,12,2018,North Kivu,Katwa,50
5,12,2018,North Kivu,Kalunguta,35
5,12,2018,North Kivu,Masereka,7
5,12,2018,North Kivu,Butembo,25
5,12,2018,North Kivu,Oicha,7
5,12,2018,North Kivu,Beni,190
5,12,2018,North Kivu,Mabalako,69
6,12,2018,North Kivu,Vuhovi,5
6,12,2018,North Kivu,Mutwanga,3
6,12,2018,North Kivu,Katwa,54
6,12,2018,North Kivu,Kalunguta,35
6,12,2018,North Kivu,Masereka,7
6,12,2018,North Kivu,Butembo,25
6,12,2018,North Kivu,Kyondo,3
6,12,2018,North Kivu,Oicha,7
6,12,2018,North Kivu,Beni,192
6,12,2018,North Kivu,Mabalako,69
7,12,2018,North Kivu,Butembo,29
7,12,2018,North Kivu,Kyondo,3
7,12,2018,North Kivu,Mutwanga,3
7,12,2018,North Kivu,Vuhovi,7
7,12,2018,North Kivu,Katwa,53
7,12,2018,North Kivu,Kalunguta,31
7,12,2018,North Kivu,Masereka,7
7,12,2018,North Kivu,Oicha,7
7,12,2018,North Kivu,Beni,202
7,12,2018,North Kivu,Mabalako,71
8,12,2018,North Kivu,Butembo,30
8,12,2018,North Kivu,Kyondo,4
8,12,2018,North Kivu,Vuhovi,7
8,12,2018,North Kivu,Katwa,53
8,12,2018,North Kivu,Kalunguta,31
8,12,2018,North Kivu,Masereka,7
8,12,2018,North Kivu,Mutwanga,3
8,12,2018,North Kivu,Oicha,7
8,12,2018,North Kivu,Beni,203
8,12,2018,North Kivu,Mabalako,72
9,12,2018,North Kivu,Masereka,7
9,12,2018,North Kivu,Mutwanga,3
9,12,2018,North Kivu,Kyondo,4
9,12,2018,North Kivu,Vuhovi,8
9,12,2018,North Kivu,Katwa,56
9,12,2018,North Kivu,Kalunguta,31
9,12,2018,North Kivu,Butembo,30
9,12,2018,North Kivu,Oicha,7
9,12,2018,North Kivu,Beni,203
9,12,2018,North Kivu,Mabalako,72
10,12,2018,North Kivu,Kyondo,4
10,12,2018,North Kivu,Vuhovi,8
10,12,2018,North Kivu,Katwa,56
10,12,2018,North Kivu,Kalunguta,31
10,12,2018,North Kivu,Masereka,7
10,12,2018,North Kivu,Butembo,30
10,12,2018,North Kivu,Mutwanga,3
10,12,2018,North Kivu,Oicha,7
10,12,2018,North Kivu,Beni,204
10,12,2018,North Kivu,Mabalako,73
11,12,2018,North Kivu,Masereka,7
11,12,2018,North Kivu,Musienene,3
11,12,2018,North Kivu,Mutwanga,3
11,12,2018,North Kivu,Kyondo,4
11,12,2018,North Kivu,Vuhovi,8
11,12,2018,North Kivu,Katwa,58
11,12,2018,North Kivu,Kalunguta,31
11,12,2018,North Kivu,Butembo,30
11,12,2018,North Kivu,Oicha,7
11,12,2018,North Kivu,Beni,204
11,12,2018,North Kivu,Mabalako,74
12,12,2018,North Kivu,Masereka,7
12,12,2018,North Kivu,Musienene,3
12,12,2018,North Kivu,Mutwanga,3
12,12,2018,North Kivu,Kyondo,6
12,12,2018,North Kivu,Vuhovi,8
12,12,2018,North Kivu,Katwa,60
12,12,2018,North Kivu,Kalunguta,32
12,12,2018,North Kivu,Butembo,30
12,12,2018,North Kivu,Oicha,7
12,12,2018,North Kivu,Beni,205
12,12,2018,North Kivu,Mabalako,75
13,12,2018,North Kivu,Masereka,7
13,12,2018,North Kivu,Musienene,3
13,12,2018,North Kivu,Mutwanga,3
13,12,2018,North Kivu,Kyondo,6
13,12,2018,North Kivu,Vuhovi,8
13,12,2018,North Kivu,Katwa,60
13,12,2018,North Kivu,Kalunguta,33
13,12,2018,North Kivu,Butembo,30
13,12,2018,North Kivu,Oicha,7
13,12,2018,North Kivu,Beni,207
13,12,2018,North Kivu,Mabalako,75
14,12,2018,North Kivu,Kalunguta,34
14,12,2018,North Kivu,Musienene,3
14,12,2018,North Kivu,Mutwanga,3
14,12,2018,North Kivu,Kyondo,6
14,12,2018,North Kivu,Vuhovi,8
14,12,2018,North Kivu,Katwa,62
14,12,2018,North Kivu,Masereka,7
14,12,2018,North Kivu,Butembo,30
14,12,2018,North Kivu,Oicha,7
14,12,2018,North Kivu,Beni,207
14,12,2018,North Kivu,Mabalako,79
15,12,2018,North Kivu,Kalunguta,34
15,12,2018,North Kivu,Musienene,3
15,12,2018,North Kivu,Mutwanga,3
15,12,2018,North Kivu,Kyondo,6
15,12,2018,North Kivu,Vuhovi,8
15,12,2018,North Kivu,Katwa,62
15,12,2018,North Kivu,Masereka,7
15,12,2018,North Kivu,Butembo,32
15,12,2018,North Kivu,Oicha,7
15,12,2018,North Kivu,Beni,207
15,12,2018,North Kivu,Mabalako,79
16,12,2018,North Kivu,Masereka,7
16,12,2018,North Kivu,Musienene,3
16,12,2018,North Kivu,Mutwanga,3
16,12,2018,North Kivu,Kyondo,6
16,12,2018,North Kivu,Vuhovi,8
16,12,2018,North Kivu,Katwa,65
16,12,2018,North Kivu,Kalunguta,34
16,12,2018,North Kivu,Butembo,34
16,12,2018,North Kivu,Oicha,8
16,12,2018,North Kivu,Beni,207
16,12,2018,North Kivu,Mabalako,79
17,12,2018,North Kivu,Oicha,8
17,12,2018,North Kivu,Musienene,3
17,12,2018,North Kivu,Mutwanga,3
17,12,2018,North Kivu,Kyondo,6
17,12,2018,North Kivu,Vuhovi,8
17,12,2018,North Kivu,Katwa,66
17,12,2018,North Kivu,Kalunguta,34
17,12,2018,North Kivu,Masereka,7
17,12,2018,North Kivu,Butembo,34
17,12,2018,North Kivu,Beni,207
17,12,2018,North Kivu,Mabalako,80
18,12,2018,North Kivu,Oicha,8
18,12,2018,North Kivu,Vuhovi,8
18,12,2018,North Kivu,Katwa,69
18,12,2018,North Kivu,Kalunguta,34
18,12,2018,North Kivu,Masereka,7
18,12,2018,North Kivu,Mutwanga,3
18,12,2018,North Kivu,Butembo,34
18,12,2018,North Kivu,Kyondo,6
18,12,2018,North Kivu,Beni,207
18,12,2018,North Kivu,Mabalako,82
18,12,2018,North Kivu,Musienene,3
19,12,2018,North Kivu,Butembo,35
19,12,2018,North Kivu,Musienene,3
19,12,2018,North Kivu,Mutwanga,3
19,12,2018,North Kivu,Kyondo,6
19,12,2018,North Kivu,Vuhovi,8
19,12,2018,North Kivu,Katwa,70
19,12,2018,North Kivu,Kalunguta,35
19,12,2018,North Kivu,Masereka,7
19,12,2018,North Kivu,Oicha,8
19,12,2018,North Kivu,Beni,208
19,12,2018,North Kivu,Mabalako,82
20,12,2018,North Kivu,Masereka,7
20,12,2018,North Kivu,Musienene,3
20,12,2018,North Kivu,Mutwanga,3
20,12,2018,North Kivu,Kyondo,6
20,12,2018,North Kivu,Vuhovi,8
20,12,2018,North Kivu,Katwa,70
20,12,2018,North Kivu,Kalunguta,35
20,12,2018,North Kivu,Butembo,35
20,12,2018,North Kivu,Oicha,9
20,12,2018,North Kivu,Beni,209
20,12,2018,North Kivu,Mabalako,82
21,12,2018,North Kivu,Beni,211
21,12,2018,North Kivu,Musienene,3
21,12,2018,North Kivu,Mutwanga,3
21,12,2018,North Kivu,Kyondo,6
21,12,2018,North Kivu,Vuhovi,8
21,12,2018,North Kivu,Katwa,71
21,12,2018,North Kivu,Kalunguta,35
21,12,2018,North Kivu,Masereka,7
21,12,2018,North Kivu,Butembo,35
21,12,2018,North Kivu,Oicha,9
21,12,2018,North Kivu,Mabalako,82
22,12,2018,North Kivu,Masereka,7
22,12,2018,North Kivu,Mutwanga,3
22,12,2018,North Kivu,Musienene,4
22,12,2018,North Kivu,Kyondo,6
22,12,2018,North Kivu,Vuhovi,8
22,12,2018,North Kivu,Katwa,74
22,12,2018,North Kivu,Kalunguta,37
22,12,2018,North Kivu,Butembo,35
22,12,2018,North Kivu,Oicha,9
22,12,2018,North Kivu,Beni,212
22,12,2018,North Kivu,Mabalako,82
23,12,2018,North Kivu,Kalunguta,37
23,12,2018,North Kivu,Mutwanga,3
23,12,2018,North Kivu,Musienene,4
23,12,2018,North Kivu,Kyondo,6
23,12,2018,North Kivu,Vuhovi,8
23,12,2018,North Kivu,Katwa,75
23,12,2018,North Kivu,Masereka,7
23,12,2018,North Kivu,Butembo,37
23,12,2018,North Kivu,Oicha,9
23,12,2018,North Kivu,Beni,212
23,12,2018,North Kivu,Mabalako,84
24,12,2018,North Kivu,Masereka,7
24,12,2018,North Kivu,Mutwanga,3
24,12,2018,North Kivu,Musienene,4
24,12,2018,North Kivu,Kyondo,6
24,12,2018,North Kivu,Vuhovi,8
24,12,2018,North Kivu,Katwa,75
24,12,2018,North Kivu,Kalunguta,37
24,12,2018,North Kivu,Butembo,38
24,12,2018,North Kivu,Oicha,11
24,12,2018,North Kivu,Beni,212
24,12,2018,North Kivu,Mabalako,85
25,12,2018,North Kivu,Masereka,7
25,12,2018,North Kivu,Mutwanga,3
25,12,2018,North Kivu,Musienene,4
25,12,2018,North Kivu,Kyondo,6
25,12,2018,North Kivu,Vuhovi,8
25,12,2018,North Kivu,Katwa,76
25,12,2018,North Kivu,Kalunguta,37
25,12,2018,North Kivu,Butembo,39
25,12,2018,North Kivu,Oicha,11
25,12,2018,North Kivu,Beni,212
25,12,2018,North Kivu,Mabalako,85
26,12,2018,North Kivu,Mutwanga,3
26,12,2018,North Kivu,Kyondo,6
26,12,2018,North Kivu,Vuhovi,8
26,12,2018,North Kivu,Katwa,76
26,12,2018,North Kivu,Kalunguta,39
26,12,2018,North Kivu,Masereka,7
26,12,2018,North Kivu,Butembo,39
26,12,2018,North Kivu,Oicha,13
26,12,2018,North Kivu,Musienene,4
26,12,2018,North Kivu,Beni,213
26,12,2018,North Kivu,Mabalako,85
27,12,2018,North Kivu,Butembo,39
27,12,2018,North Kivu,Mutwanga,3
27,12,2018,North Kivu,Musienene,4
27,12,2018,North Kivu,Kyondo,6
27,12,2018,North Kivu,Vuhovi,8
27,12,2018,North Kivu,Katwa,78
27,12,2018,North Kivu,Kalunguta,39
27,12,2018,North Kivu,Masereka,7
27,12,2018,North Kivu,Oicha,13
27,12,2018,North Kivu,Beni,213
27,12,2018,North Kivu,Mabalako,85
28,12,2018,North Kivu,Butembo,39
28,12,2018,North Kivu,Mutwanga,3
28,12,2018,North Kivu,Musienene,4
28,12,2018,North Kivu,Kyondo,6
28,12,2018,North Kivu,Vuhovi,8
28,12,2018,North Kivu,Katwa,78
28,12,2018,North Kivu,Kalunguta,39
28,12,2018,North Kivu,Masereka,7
28,12,2018,North Kivu,Oicha,13
28,12,2018,North Kivu,Beni,213
28,12,2018,North Kivu,Mabalako,85
29,12,2018,North Kivu,Butembo,41
29,12,2018,North Kivu,Mutwanga,3
29,12,2018,North Kivu,Musienene,4
29,12,2018,North Kivu,Kyondo,6
29,12,2018,North Kivu,Vuhovi,8
29,12,2018,North Kivu,Katwa,78
29,12,2018,North Kivu,Kalunguta,39
29,12,2018,North Kivu,Masereka,7
29,12,2018,North Kivu,Oicha,14
29,12,2018,North Kivu,Beni,213
29,12,2018,North Kivu,Mabalako,85
30,12,2018,North Kivu,Musienene,4
30,12,2018,North Kivu,Kyondo,6
30,12,2018,North Kivu,Vuhovi,8
30,12,2018,North Kivu,Katwa,78
30,12,2018,North Kivu,Kalunguta,39
30,12,2018,North Kivu,Masereka,7
30,12,2018,North Kivu,Butembo,41
30,12,2018,North Kivu,Mutwanga,3
30,12,2018,North Kivu,Oicha,14
30,12,2018,North Kivu,Beni,213
30,12,2018,North Kivu,Mabalako,86
31,12,2018,North Kivu,Butembo,41
31,12,2018,North Kivu,Mutwanga,3
31,12,2018,North Kivu,Musienene,4
31,12,2018,North Kivu,Kyondo,6
31,12,2018,North Kivu,Vuhovi,8
31,12,2018,North Kivu,Katwa,78
31,12,2018,North Kivu,Kalunguta,39
31,12,2018,North Kivu,Masereka,7
31,12,2018,North Kivu,Oicha,17
31,12,2018,North Kivu,Beni,214
31,12,2018,North Kivu,Mabalako,86
1,11,2018,North Kivu,Kalunguta,2
2,11,2018,North Kivu,Kalunguta,2
3,11,2018,North Kivu,Kalunguta,2
6,11,2018,North Kivu,Vuhovi,2
7,11,2018,North Kivu,Vuhovi,2
10,11,2018,North Kivu,Kyondo,2
11,11,2018,North Kivu,Musienene,2
11,11,2018,North Kivu,Kyondo,2
11,11,2018,North Kivu,Vuhovi,2
12,11,2018,North Kivu,Musienene,2
12,11,2018,North Kivu,Kyondo,2
12,11,2018,North Kivu,Vuhovi,2
13,11,2018,North Kivu,Musienene,2
13,11,2018,North Kivu,Kyondo,2
13,11,2018,North Kivu,Vuhovi,2
14,11,2018,North Kivu,Musienene,2
14,11,2018,North Kivu,Vuhovi,2
14,11,2018,North Kivu,Kyondo,2
15,11,2018,North Kivu,Musienene,2
15,11,2018,North Kivu,Kyondo,2
15,11,2018,North Kivu,Vuhovi,2
16,11,2018,North Kivu,Musienene,2
16,11,2018,North Kivu,Kyondo,2
16,11,2018,North Kivu,Vuhovi,2
17,11,2018,North Kivu,Musienene,2
17,11,2018,North Kivu,Kyondo,2
17,11,2018,North Kivu,Vuhovi,2
18,11,2018,North Kivu,Musienene,2
18,11,2018,North Kivu,Kyondo,2
18,11,2018,North Kivu,Vuhovi,2
19,11,2018,North Kivu,Musienene,2
19,11,2018,North Kivu,Kyondo,2
19,11,2018,North Kivu,Vuhovi,2
20,11,2018,North Kivu,Mutwanga,2
20,11,2018,North Kivu,Musienene,2
20,11,2018,North Kivu,Kyondo,2
20,11,2018,North Kivu,Vuhovi,2
21,11,2018,North Kivu,Mutwanga,2
21,11,2018,North Kivu,Musienene,2
21,11,2018,North Kivu,Kyondo,2
21,11,2018,North Kivu,Vuhovi,2
22,11,2018,North Kivu,Mutwanga,2
22,11,2018,North Kivu,Kyondo,2
22,11,2018,North Kivu,Vuhovi,2
23,11,2018,North Kivu,Kyondo,2
23,11,2018,North Kivu,Vuhovi,2
23,11,2018,North Kivu,Musienene,2
23,11,2018,North Kivu,Mutwanga,2
24,11,2018,North Kivu,Mutwanga,2
24,11,2018,North Kivu,Musienene,2
24,11,2018,North Kivu,Kyondo,2
24,11,2018,North Kivu,Vuhovi,2
25,11,2018,North Kivu,Mutwanga,2
25,11,2018,North Kivu,Musienene,2
25,11,2018,North Kivu,Kyondo,2
25,11,2018,North Kivu,Vuhovi,2
26,11,2018,North Kivu,Mutwanga,2
26,11,2018,North Kivu,Musienene,2
26,11,2018,North Kivu,Vuhovi,2
27,11,2018,North Kivu,Mutwanga,2
27,11,2018,North Kivu,Musienene,2
27,11,2018,North Kivu,Vuhovi,2
28,11,2018,North Kivu,Mutwanga,2
28,11,2018,North Kivu,Musienene,2
29,11,2018,North Kivu,Mutwanga,2
29,11,2018,North Kivu,Musienene,2
30,11,2018,North Kivu,Musienene,2
9,9,2018,North Kivu,Butembo,2
10,9,2018,North Kivu,Butembo,2
8,10,2018,North Kivu,Masereka,2
9,10,2018,North Kivu,Masereka,2
11,10,2018,North Kivu,Kalunguta,2
12,10,2018,North Kivu,Kalunguta,2
13,10,2018,North Kivu,Kalunguta,2
14,10,2018,North Kivu,Kalunguta,2
15,10,2018,North Kivu,Kalunguta,2
16,10,2018,North Kivu,Kalunguta,2
17,10,2018,North Kivu,Kalunguta,2
18,10,2018,North Kivu,Kalunguta,2
19,10,2018,North Kivu,Kalunguta,2
20,10,2018,North Kivu,Kalunguta,2
21,10,2018,North Kivu,Kalunguta,2
22,10,2018,North Kivu,Kalunguta,2
23,10,2018,North Kivu,Kalunguta,2
24,10,2018,North Kivu,Kalunguta,2
25,10,2018,North Kivu,Kalunguta,2
26,10,2018,North Kivu,Kalunguta,2
27,10,2018,North Kivu,Kalunguta,2
28,10,2018,North Kivu,Kalunguta,2
29,10,2018,North Kivu,Kalunguta,2
30,10,2018,North Kivu,Kalunguta,2
31,10,2018,North Kivu,Kalunguta,2
1,12,2018,North Kivu,Musienene,2
2,12,2018,North Kivu,Musienene,2
3,12,2018,North Kivu,Musienene,2
4,12,2018,North Kivu,Musienene,2
5,12,2018,North Kivu,Musienene,2
6,12,2018,North Kivu,Musienene,2
7,12,2018,North Kivu,Musienene,2
8,12,2018,North Kivu,Musienene,2
9,12,2018,North Kivu,Musienene,2
10,12,2018,North Kivu,Musienene,2
24,8,2018,North Kivu,Oicha,2
25,8,2018,North Kivu,Oicha,2
26,8,2018,North Kivu,Oicha,2
27,8,2018,North Kivu,Oicha,2
28,8,2018,North Kivu,Oicha,2
29,8,2018,North Kivu,Oicha,2
30,8,2018,North Kivu,Oicha,2
31,8,2018,North Kivu,Oicha,2
1,9,2018,North Kivu,Oicha,2
2,9,2018,North Kivu,Oicha,2
3,9,2018,North Kivu,Oicha,2
4,9,2018,North Kivu,Oicha,2
5,9,2018,North Kivu,Oicha,2
6,9,2018,North Kivu,Oicha,2
7,9,2018,North Kivu,Oicha,2
8,9,2018,North Kivu,Oicha,2
9,9,2018,North Kivu,Oicha,2
10,9,2018,North Kivu,Oicha,2
11,9,2018,North Kivu,Oicha,2
12,9,2018,North Kivu,Oicha,2
13,9,2018,North Kivu,Oicha,2
14,9,2018,North Kivu,Oicha,2
15,9,2018,North Kivu,Oicha,2
16,9,2018,North Kivu,Oicha,2
17,9,2018,North Kivu,Oicha,2
18,9,2018,North Kivu,Oicha,2
19,9,2018,North Kivu,Oicha,2
20,9,2018,North Kivu,Oicha,2
21,9,2018,North Kivu,Oicha,2
22,9,2018,North Kivu,Oicha,2
23,9,2018,North Kivu,Oicha,2
24,9,2018,North Kivu,Oicha,2
25,9,2018,North Kivu,Oicha,2
26,9,2018,North Kivu,Oicha,2
27,9,2018,North Kivu,Oicha,2
28,9,2018,North Kivu,Oicha,2
29,9,2018,North Kivu,Oicha,2
30,9,2018,North Kivu,Oicha,2
1,10,2018,North Kivu,Oicha,2
2,10,2018,North Kivu,Oicha,2
3,10,2018,North Kivu,Oicha,2
4,10,2018,North Kivu,Oicha,2
5,10,2018,North Kivu,Oicha,2
6,10,2018,North Kivu,Oicha,2
7,10,2018,North Kivu,Oicha,2
8,10,2018,North Kivu,Oicha,2
9,10,2018,North Kivu,Oicha,2
10,10,2018,North Kivu,Oicha,2
11,10,2018,North Kivu,Oicha,2
12,10,2018,North Kivu,Oicha,2
13,10,2018,North Kivu,Oicha,2
14,10,2018,North Kivu,Oicha,2
15,10,2018,North Kivu,Oicha,2
16,10,2018,North Kivu,Oicha,2
17,10,2018,North Kivu,Oicha,2
18,10,2018,North Kivu,Oicha,2
19,10,2018,North Kivu,Oicha,2
20,10,2018,North Kivu,Oicha,2
21,10,2018,North Kivu,Oicha,2
22,10,2018,North Kivu,Oicha,2
23,10,2018,North Kivu,Oicha,2
24,10,2018,North Kivu,Oicha,2
25,10,2018,North Kivu,Oicha,2
26,10,2018,North Kivu,Oicha,2
27,10,2018,North Kivu,Oicha,2
28,10,2018,North Kivu,Oicha,2
29,10,2018,North Kivu,Oicha,2
30,10,2018,North Kivu,Oicha,2
31,10,2018,North Kivu,Oicha,2
1,11,2018,North Kivu,Oicha,2
2,11,2018,North Kivu,Oicha,2
3,11,2018,North Kivu,Oicha,2
4,11,2018,North Kivu,Oicha,2
5,11,2018,North Kivu,Oicha,2
6,11,2018,North Kivu,Oicha,2
7,11,2018,North Kivu,Oicha,2
8,11,2018,North Kivu,Oicha,2
9,11,2018,North Kivu,Oicha,2
10,11,2018,North Kivu,Oicha,2
11,11,2018,North Kivu,Oicha,2
12,11,2018,North Kivu,Oicha,2
13,11,2018,North Kivu,Oicha,2
14,11,2018,North Kivu,Oicha,2
15,11,2018,North Kivu,Oicha,2
16,11,2018,North Kivu,Oicha,2
17,11,2018,North Kivu,Oicha,2
18,11,2018,North Kivu,Oicha,2
19,11,2018,North Kivu,Oicha,2
1,3,2020,North Kivu,Kalunguta,198
1,3,2020,North Kivu,Alimbongo,5
1,3,2020,North Kivu,Nyiragongo,3
1,3,2020,North Kivu,Mangurujipa,18
1,3,2020,North Kivu,Lubero,31
1,3,2020,North Kivu,Kayna,28
1,3,2020,North Kivu,Biena,19
1,3,2020,North Kivu,Mutwanga,32
1,3,2020,North Kivu,Musienene,85
1,3,2020,North Kivu,Kyondo,25
1,3,2020,North Kivu,Vuhovi,103
1,3,2020,North Kivu,Katwa,653
1,3,2020,North Kivu,Masereka,50
1,3,2020,North Kivu,Butembo,295
1,3,2020,North Kivu,Oicha,65
1,3,2020,North Kivu,Beni,721
1,3,2020,North Kivu,Mabalako,463
2,3,2020,North Kivu,Kalunguta,198
2,3,2020,North Kivu,Alimbongo,5
2,3,2020,North Kivu,Nyiragongo,3
2,3,2020,North Kivu,Mangurujipa,18
2,3,2020,North Kivu,Lubero,31
2,3,2020,North Kivu,Kayna,28
2,3,2020,North Kivu,Biena,19
2,3,2020,North Kivu,Mutwanga,32
2,3,2020,North Kivu,Musienene,85
2,3,2020,North Kivu,Kyondo,25
2,3,2020,North Kivu,Vuhovi,103
2,3,2020,North Kivu,Katwa,653
2,3,2020,North Kivu,Masereka,50
2,3,2020,North Kivu,Butembo,295
2,3,2020,North Kivu,Oicha,65
2,3,2020,North Kivu,Beni,721
2,3,2020,North Kivu,Mabalako,463
3,3,2020,North Kivu,Mangurujipa,18
3,3,2020,North Kivu,Lubero,31
3,3,2020,North Kivu,Kayna,28
3,3,2020,North Kivu,Biena,19
3,3,2020,North Kivu,Mutwanga,32
3,3,2020,North Kivu,Musienene,85
3,3,2020,North Kivu,Kyondo,25
3,3,2020,North Kivu,Vuhovi,103
3,3,2020,North Kivu,Katwa,653
3,3,2020,North Kivu,Kalunguta,198
3,3,2020,North Kivu,Butembo,295
3,3,2020,North Kivu,Oicha,65
3,3,2020,North Kivu,Beni,721
3,3,2020,North Kivu,Mabalako,463
3,3,2020,North Kivu,Masereka,50
3,3,2020,North Kivu,Alimbongo,5
3,3,2020,North Kivu,Nyiragongo,3
4,3,2020,North Kivu,Alimbongo,5
4,3,2020,North Kivu,Nyiragongo,3
4,3,2020,North Kivu,Mangurujipa,18
4,3,2020,North Kivu,Lubero,31
4,3,2020,North Kivu,Kayna,28
4,3,2020,North Kivu,Biena,19
4,3,2020,North Kivu,Mutwanga,32
4,3,2020,North Kivu,Musienene,85
4,3,2020,North Kivu,Kyondo,25
4,3,2020,North Kivu,Vuhovi,103
4,3,2020,North Kivu,Katwa,653
4,3,2020,North Kivu,Kalunguta,198
4,3,2020,North Kivu,Masereka,50
4,3,2020,North Kivu,Butembo,295
4,3,2020,North Kivu,Oicha,65
4,3,2020,North Kivu,Beni,721
4,3,2020,North Kivu,Mabalako,463
5,3,2020,North Kivu,Oicha,65
5,3,2020,North Kivu,Alimbongo,5
5,3,2020,North Kivu,Nyiragongo,3
5,3,2020,North Kivu,Mangurujipa,18
5,3,2020,North Kivu,Lubero,31
5,3,2020,North Kivu,Kayna,28
5,3,2020,North Kivu,Biena,19
5,3,2020,North Kivu,Mutwanga,32
5,3,2020,North Kivu,Musienene,85
5,3,2020,North Kivu,Kyondo,25
5,3,2020,North Kivu,Vuhovi,103
5,3,2020,North Kivu,Katwa,653
5,3,2020,North Kivu,Kalunguta,198
5,3,2020,North Kivu,Masereka,50
5,3,2020,North Kivu,Butembo,295
5,3,2020,North Kivu,Beni,721
5,3,2020,North Kivu,Mabalako,463
7,3,2020,North Kivu,Alimbongo,5
7,3,2020,North Kivu,Nyiragongo,3
7,3,2020,North Kivu,Mangurujipa,18
7,3,2020,North Kivu,Lubero,31
7,3,2020,North Kivu,Kayna,28
7,3,2020,North Kivu,Biena,19
7,3,2020,North Kivu,Mutwanga,32
7,3,2020,North Kivu,Musienene,85
7,3,2020,North Kivu,Kyondo,25
7,3,2020,North Kivu,Vuhovi,103
7,3,2020,North Kivu,Katwa,653
7,3,2020,North Kivu,Kalunguta,198
7,3,2020,North Kivu,Masereka,50
7,3,2020,North Kivu,Butembo,295
7,3,2020,North Kivu,Oicha,65
7,3,2020,North Kivu,Beni,721
